variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_cfs_iso_k8_glue,512,2,19888,2700,0.266,0.2507,0.5011,0.1419,14656,51.26
hier_cfs_iso_k8,512,3,864368,105124,0.9261,0.3259,1.9573,0.2467,131904,167.41
hier_cfs_iso_k8_seg_node,512,3,105560,12803,0.6601,0.3259,1.9573,0.0137,14656,167.41
hier_cfs_iso_k8_seg_total,512,3,844480,102424,0.6601,0.3259,1.9573,0.1013,117248,167.41
hier_cfs_iso_k8_glue,512,3,19888,2700,0.266,0.2473,0.5026,0.1454,14656,51.11
hier_cfs_iso_k2,768,1,1389661,174380,3.9286,0.783,8.4906,0.1011,43968,1086.69
hier_cfs_iso_k2_seg_node,768,1,690444,86189,3.7297,0.783,8.4906,0.0093,14656,1086.69
hier_cfs_iso_k2_seg_total,768,1,1380888,172378,3.7297,0.783,8.4906,0.0179,29312,1086.69
hier_cfs_iso_k2_glue,768,1,8773,2002,0.1989,0.189,0.2421,0.0832,14656,35.37
hier_cfs_iso_k2,768,2,1389661,174380,3.9286,0.8099,11.9062,0.111,43968,1086.52
hier_cfs_iso_k2_seg_node,768,2,690444,86189,3.7297,0.8099,11.9062,0.0128,14656,1086.52
hier_cfs_iso_k2_seg_total,768,2,1380888,172378,3.7297,0.8099,11.9062,0.0252,29312,1086.52
hier_cfs_iso_k2_glue,768,2,8773,2002,0.1989,0.2308,0.2851,0.0858,14656,35.46
hier_cfs_iso_k2,768,3,1389661,174380,3.9286,0.8371,11.7392,0.1134,43968,1086.58
hier_cfs_iso_k2_seg_node,768,3,690444,86189,3.7297,0.8371,11.7392,0.0128,14656,1086.58
hier_cfs_iso_k2_seg_total,768,3,1380888,172378,3.7297,0.8371,11.7392,0.0252,29312,1086.58
hier_cfs_iso_k2_glue,768,3,8773,2002,0.1989,0.2273,0.278,0.0882,14656,35.44
hier_cfs_iso_k4,768,1,1397090,174420,2.2102,0.5059,6.2088,0.1778,73280,561.17
hier_cfs_iso_k4_seg_node,768,1,345996,42989,1.9737,0.5059,6.2088,0.0175,14656,561.17
hier_cfs_iso_k4_seg_total,768,1,1383984,171956,1.9737,0.5059,6.2088,0.0568,58624,561.17
hier_cfs_iso_k4_glue,768,1,13106,2464,0.2365,0.2376,0.3264,0.121,14656,39.41
hier_cfs_iso_k4,768,2,1397090,174420,2.2102,0.5085,6.1763,0.1654,73280,561.08
hier_cfs_iso_k4_seg_node,768,2,345996,42989,1.9737,0.5085,6.1763,0.0161,14656,561.08
hier_cfs_iso_k4_seg_total,768,2,1383984,171956,1.9737,0.5085,6.1763,0.0534,58624,561.08
hier_cfs_iso_k4_glue,768,2,13106,2464,0.2365,0.2496,0.3172,0.112,14656,39.3
hier_cfs_iso_k4,768,3,1397090,174420,2.2102,0.5079,6.2128,0.1595,73280,561.03
hier_cfs_iso_k4_seg_node,768,3,345996,42989,1.9737,0.5079,6.2128,0.0152,14656,561.03
hier_cfs_iso_k4_seg_total,768,3,1383984,171956,1.9737,0.5079,6.2128,0.0524,58624,561.03
hier_cfs_iso_k4_glue,768,3,13106,2464,0.2365,0.2447,0.3264,0.1071,14656,39.21
hier_cfs_iso_k8,768,1,1411948,174500,1.3017,0.3753,3.2899,0.2708,131904,275.61
hier_cfs_iso_k8_seg_node,768,1,173772,21389,1.0231,0.3753,3.2899,0.0205,14656,275.61
hier_cfs_iso_k8_seg_total,768,1,1390176,171112,1.0231,0.3753,3.2899,0.1268,117248,275.61
hier_cfs_iso_k8_glue,768,1,21772,3388,0.2786,0.253,0.5209,0.144,14656,52.52
hier_cfs_iso_k8,768,2,1411948,174500,1.3017,0.3808,3.2924,0.2577,131904,275.66
